application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,docs_submitted_at,background_clear_at,onboarding_started_at,scheduled_first_job_at,first_job_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-013067,LOC-14,Northeast,MGR-014,Cargo Van Driver,app_store_organic,6-10,full,2025-12-11,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-013821,LOC-39,West,MGR-039,Bike Courier,affiliate,0-5,full,2025-12-11,2025-12-13,2025-12-20,2025-12-23,2026-01-03,,onboarding_started,no_show_first_job,,,
APP-012528,LOC-27,South,MGR-027,Car Courier,app_store_organic,40+,full,2025-12-11,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-013847,LOC-31,South,MGR-031,Car Courier,search_ads,21-40,full,2025-12-11,2025-12-11,,,,,docs_submitted,background_check_queue,,,
APP-016838,LOC-42,West,MGR-042,Car Courier,search_ads,0-5,full,2025-12-12,,,,,,signed_up,failed_knockout,,,
APP-014471,LOC-16,Northeast,MGR-016,Car Courier,paid_social,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-012644,LOC-41,West,MGR-041,Bike Courier,worker_referral,11-20,full,2025-12-12,2025-12-12,2025-12-15,2025-12-16,2025-12-29,2025-12-29,activated,,2025-12-30,1,voluntary_quit
APP-012536,LOC-10,Midwest,MGR-010,Bike Courier,jobboard_a,40+,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-014966,LOC-07,Midwest,MGR-007,Bike Courier,paid_social,6-10,full,2025-12-12,2025-12-15,,,,,docs_submitted,background_check_queue,,,
APP-017355,LOC-40,West,MGR-040,Car Courier,paid_social,0-5,limited,2025-12-12,2025-12-14,2025-12-29,,,,background_clear,failed_vehicle_check,,,
APP-013589,LOC-34,West,MGR-034,Bike Courier,affiliate,6-10,partial,2025-12-12,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-017711,LOC-37,West,MGR-037,Car Courier,worker_referral,0-5,partial,2025-12-12,2025-12-15,,,,,docs_submitted,abandoned_signup,,,
APP-012702,LOC-37,West,MGR-037,Car Courier,jobboard_a,21-40,full,2025-12-12,2025-12-15,,,,,docs_submitted,abandoned_signup,,,
APP-017520,LOC-30,South,MGR-030,Shopper,paid_social,11-20,partial,2025-12-12,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-013116,LOC-04,Midwest,MGR-004,Scooter Courier,search_ads,0-5,full,2025-12-12,,,,,,signed_up,failed_knockout,,,
APP-013237,LOC-20,Northeast,MGR-020,Car Courier,search_ads,11-20,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-017076,LOC-04,Midwest,MGR-004,Cargo Van Driver,affiliate,21-40,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-012670,LOC-39,West,MGR-039,Car Courier,affiliate,11-20,limited,2025-12-12,2025-12-15,2025-12-22,,,,background_clear,never_completed_docs,,,
APP-016565,LOC-23,South,MGR-023,Shopper,paid_social,11-20,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-014887,LOC-28,South,MGR-028,Scooter Courier,affiliate,11-20,partial,2025-12-12,2025-12-14,2025-12-22,,,,background_clear,failed_background_check,,,
APP-015548,LOC-24,South,MGR-024,Car Courier,search_ads,11-20,partial,2025-12-12,2025-12-12,,,,,docs_submitted,unresponsive,,,
APP-014922,LOC-30,South,MGR-030,Cargo Van Driver,paid_social,0-5,full,2025-12-12,2025-12-12,2025-12-14,,,,background_clear,abandoned_signup,,,
APP-015635,LOC-17,Northeast,MGR-017,Car Courier,paid_social,11-20,full,2025-12-12,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-014949,LOC-21,Northeast,MGR-021,Cargo Van Driver,search_ads,11-20,limited,2025-12-12,2025-12-14,2025-12-21,2025-12-24,2025-12-29,2025-12-29,activated,,2025-12-31,2,schedule_conflict
APP-013614,LOC-18,Northeast,MGR-018,Car Courier,app_store_organic,21-40,partial,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-016842,LOC-14,Northeast,MGR-014,Car Courier,worker_referral,0-5,full,2025-12-12,2025-12-13,2025-12-26,2025-12-26,2025-12-29,2025-12-29,activated,,2026-02-21,54,found_other_job
APP-014446,LOC-13,Northeast,MGR-013,Car Courier,jobboard_a,0-5,limited,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-013144,LOC-36,West,MGR-036,Car Courier,app_store_organic,21-40,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015595,LOC-34,West,MGR-034,Shopper,search_ads,40+,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-017708,LOC-17,Northeast,MGR-017,Bike Courier,paid_social,6-10,partial,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-016859,LOC-34,West,MGR-034,Shopper,app_store_organic,0-5,full,2025-12-12,2025-12-15,2025-12-23,2025-12-24,2026-01-04,2026-01-04,activated,,,,
APP-015615,LOC-39,West,MGR-039,Bike Courier,paid_social,6-10,limited,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-014921,LOC-22,South,MGR-022,Scooter Courier,affiliate,40+,full,2025-12-12,2025-12-13,2025-12-21,2025-12-22,2025-12-26,,onboarding_started,no_show_first_job,,,
APP-013351,LOC-12,Northeast,MGR-012,Scooter Courier,app_store_organic,11-20,partial,2025-12-12,2025-12-12,,,,,docs_submitted,unresponsive,,,
APP-014978,LOC-33,South,MGR-033,Cargo Van Driver,jobboard_a,0-5,limited,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-015080,LOC-15,Northeast,MGR-015,Car Courier,jobboard_a,21-40,limited,2025-12-12,,,,,,signed_up,failed_knockout,,,
APP-015339,LOC-10,Midwest,MGR-010,Scooter Courier,jobboard_a,0-5,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-017394,LOC-02,Midwest,MGR-002,Scooter Courier,app_store_organic,6-10,full,2025-12-12,2025-12-15,2025-12-24,,,,background_clear,failed_vehicle_check,,,
APP-015088,LOC-32,South,MGR-032,Bike Courier,search_ads,0-5,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015302,LOC-28,South,MGR-028,Car Courier,search_ads,6-10,full,2025-12-12,2025-12-15,,,,,docs_submitted,abandoned_signup,,,
APP-013412,LOC-21,Northeast,MGR-021,Car Courier,affiliate,6-10,partial,2025-12-12,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-013422,LOC-23,South,MGR-023,Car Courier,paid_social,6-10,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015282,LOC-33,South,MGR-033,Bike Courier,search_ads,6-10,partial,2025-12-12,2025-12-15,,,,,docs_submitted,no_onboarding_slot,,,
APP-013947,LOC-21,Northeast,MGR-021,Cargo Van Driver,affiliate,0-5,limited,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-013423,LOC-04,Midwest,MGR-004,Car Courier,app_store_organic,6-10,full,2025-12-12,2025-12-13,,,,,docs_submitted,abandoned_signup,,,
APP-015072,LOC-02,Midwest,MGR-002,Shopper,jobboard_a,11-20,full,2025-12-12,2025-12-15,,,,,docs_submitted,abandoned_signup,,,
APP-015101,LOC-40,West,MGR-040,Scooter Courier,paid_social,11-20,partial,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-015251,LOC-39,West,MGR-039,Bike Courier,app_store_organic,21-40,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015249,LOC-39,West,MGR-039,Bike Courier,app_store_organic,6-10,full,2025-12-12,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-015115,LOC-31,South,MGR-031,Car Courier,search_ads,11-20,partial,2025-12-12,2025-12-15,2025-12-23,,,,background_clear,failed_vehicle_check,,,
APP-015120,LOC-42,West,MGR-042,Car Courier,jobboard_a,0-5,limited,2025-12-12,,,,,,signed_up,failed_knockout,,,
APP-013449,LOC-17,Northeast,MGR-017,Bike Courier,app_store_organic,0-5,partial,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015136,LOC-04,Midwest,MGR-004,Cargo Van Driver,paid_social,11-20,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015200,LOC-36,West,MGR-036,Scooter Courier,app_store_organic,6-10,full,2025-12-12,2025-12-12,2025-12-23,,,,background_clear,failed_vehicle_check,,,
APP-015198,LOC-10,Midwest,MGR-010,Car Courier,jobboard_a,40+,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-017410,LOC-42,West,MGR-042,Shopper,jobboard_a,0-5,full,2025-12-12,2025-12-13,2025-12-19,2025-12-21,2026-01-04,2026-01-04,activated,,2026-01-26,22,found_other_job
APP-015150,LOC-14,Northeast,MGR-014,Bike Courier,app_store_organic,6-10,full,2025-12-12,2025-12-15,,,,,docs_submitted,background_check_queue,,,
APP-015109,LOC-33,South,MGR-033,Cargo Van Driver,jobboard_a,0-5,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015547,LOC-04,Midwest,MGR-004,Cargo Van Driver,app_store_organic,21-40,full,2025-12-12,2025-12-12,2025-12-18,2025-12-20,2025-12-31,2025-12-31,activated,,2026-01-07,7,voluntary_quit
APP-012602,LOC-16,Northeast,MGR-016,Bike Courier,affiliate,0-5,limited,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-017792,LOC-07,Midwest,MGR-007,Cargo Van Driver,jobboard_a,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015541,LOC-02,Midwest,MGR-002,Bike Courier,search_ads,11-20,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-012635,LOC-04,Midwest,MGR-004,Car Courier,search_ads,0-5,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015499,LOC-27,South,MGR-027,Cargo Van Driver,paid_social,6-10,full,2025-12-12,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-016644,LOC-21,Northeast,MGR-021,Cargo Van Driver,worker_referral,21-40,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-013582,LOC-28,South,MGR-028,Cargo Van Driver,paid_social,6-10,partial,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015484,LOC-30,South,MGR-030,Car Courier,search_ads,11-20,full,2025-12-12,2025-12-15,2025-12-19,2025-12-22,2026-01-10,2026-01-10,activated,,,,
APP-016650,LOC-33,South,MGR-033,Scooter Courier,app_store_organic,0-5,limited,2025-12-12,2025-12-14,2025-12-20,2025-12-23,2025-12-27,2025-12-27,activated,,,,
APP-012470,LOC-02,Midwest,MGR-002,Scooter Courier,affiliate,40+,full,2025-12-12,2025-12-14,2025-12-22,2025-12-27,2025-12-31,2025-12-31,activated,,2026-01-16,16,found_other_job
APP-017044,LOC-40,West,MGR-040,Car Courier,paid_social,0-5,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-013561,LOC-42,West,MGR-042,Shopper,app_store_organic,40+,limited,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-012603,LOC-17,Northeast,MGR-017,Cargo Van Driver,jobboard_a,21-40,full,2025-12-12,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-015024,LOC-13,Northeast,MGR-013,Car Courier,search_ads,6-10,full,2025-12-12,2025-12-13,2025-12-20,,,,background_clear,failed_insurance_check,,,
APP-017379,LOC-19,Northeast,MGR-019,Shopper,affiliate,40+,full,2025-12-12,2025-12-15,2025-12-20,2025-12-24,2025-12-28,,onboarding_started,no_show_first_job,,,
APP-016962,LOC-36,West,MGR-036,Bike Courier,app_store_organic,0-5,partial,2025-12-12,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-015030,LOC-15,Northeast,MGR-015,Car Courier,app_store_organic,21-40,full,2025-12-12,2025-12-13,2025-12-16,2025-12-18,2025-12-21,2025-12-21,activated,,,,
APP-015034,LOC-28,South,MGR-028,Car Courier,search_ads,11-20,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015047,LOC-21,Northeast,MGR-021,Cargo Van Driver,affiliate,11-20,full,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-014329,LOC-42,West,MGR-042,Bike Courier,paid_social,0-5,full,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-017677,LOC-02,Midwest,MGR-002,Cargo Van Driver,paid_social,21-40,full,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-017603,LOC-27,South,MGR-027,Scooter Courier,search_ads,40+,partial,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-013963,LOC-15,Northeast,MGR-015,Cargo Van Driver,affiliate,0-5,partial,2025-12-12,2025-12-13,2025-12-15,2025-12-20,2025-12-25,,onboarding_started,no_show_first_job,,,
APP-015054,LOC-09,Midwest,MGR-009,Car Courier,app_store_organic,0-5,limited,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-016679,LOC-32,South,MGR-032,Bike Courier,app_store_organic,6-10,full,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-015833,LOC-30,South,MGR-030,Car Courier,search_ads,0-5,limited,2025-12-12,2025-12-14,2025-12-19,2025-12-23,2025-12-31,2025-12-31,activated,,2026-01-11,11,schedule_conflict
APP-017192,LOC-42,West,MGR-042,Cargo Van Driver,app_store_organic,6-10,partial,2025-12-12,2025-12-15,,,,,docs_submitted,no_onboarding_slot,,,
APP-013931,LOC-02,Midwest,MGR-002,Scooter Courier,jobboard_a,0-5,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-014715,LOC-03,Midwest,MGR-003,Shopper,search_ads,0-5,full,2025-12-12,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-014531,LOC-39,West,MGR-039,Bike Courier,search_ads,0-5,partial,2025-12-12,2025-12-15,2025-12-18,2025-12-19,2026-01-01,2026-01-01,activated,,,,
APP-012871,LOC-24,South,MGR-024,Car Courier,worker_referral,40+,partial,2025-12-12,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-016253,LOC-28,South,MGR-028,Shopper,app_store_organic,0-5,full,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-012727,LOC-05,Midwest,MGR-005,Car Courier,paid_social,0-5,limited,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-013724,LOC-07,Midwest,MGR-007,Car Courier,jobboard_a,0-5,limited,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-016005,LOC-16,Northeast,MGR-016,Car Courier,jobboard_a,0-5,full,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-016001,LOC-18,Northeast,MGR-018,Shopper,worker_referral,6-10,partial,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-014747,LOC-39,West,MGR-039,Car Courier,search_ads,40+,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015992,LOC-25,South,MGR-025,Scooter Courier,app_store_organic,11-20,full,2025-12-12,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-014186,LOC-33,South,MGR-033,Cargo Van Driver,app_store_organic,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-012929,LOC-02,Midwest,MGR-002,Bike Courier,search_ads,21-40,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015976,LOC-21,Northeast,MGR-021,Scooter Courier,paid_social,11-20,full,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-016268,LOC-41,West,MGR-041,Car Courier,app_store_organic,11-20,full,2025-12-12,2025-12-12,2025-12-17,2025-12-17,2026-01-03,2026-01-03,activated,,,,
APP-013721,LOC-40,West,MGR-040,Cargo Van Driver,paid_social,0-5,partial,2025-12-12,2025-12-15,,,,,docs_submitted,background_check_queue,,,
APP-017466,LOC-28,South,MGR-028,Car Courier,affiliate,0-5,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-013851,LOC-15,Northeast,MGR-015,Shopper,jobboard_a,0-5,partial,2025-12-12,2025-12-14,2025-12-19,2025-12-20,2026-01-01,,onboarding_started,no_show_first_job,,,
APP-014710,LOC-07,Midwest,MGR-007,Bike Courier,paid_social,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-014695,LOC-13,Northeast,MGR-013,Shopper,paid_social,0-5,full,2025-12-12,2025-12-13,2025-12-14,,,,background_clear,failed_vehicle_check,,,
APP-016217,LOC-07,Midwest,MGR-007,Car Courier,search_ads,40+,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-016093,LOC-30,South,MGR-030,Shopper,paid_social,0-5,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-016144,LOC-30,South,MGR-030,Shopper,worker_referral,0-5,partial,2025-12-12,2025-12-15,2025-12-21,,,,background_clear,failed_vehicle_check,,,
APP-014664,LOC-21,Northeast,MGR-021,Cargo Van Driver,app_store_organic,6-10,partial,2025-12-12,2025-12-15,,,,,docs_submitted,no_onboarding_slot,,,
APP-012406,LOC-19,Northeast,MGR-019,Cargo Van Driver,jobboard_a,6-10,full,2025-12-12,2025-12-15,,,,,docs_submitted,background_check_queue,,,
APP-014147,LOC-41,West,MGR-041,Shopper,jobboard_a,6-10,partial,2025-12-12,2025-12-14,,,,,docs_submitted,unresponsive,,,
APP-016135,LOC-11,Midwest,MGR-011,Cargo Van Driver,affiliate,6-10,partial,2025-12-12,2025-12-13,2025-12-21,2025-12-23,2025-12-30,2025-12-30,activated,,,,
APP-014671,LOC-13,Northeast,MGR-013,Car Courier,app_store_organic,21-40,partial,2025-12-12,2025-12-13,2025-12-17,,,,background_clear,abandoned_signup,,,
APP-016928,LOC-19,Northeast,MGR-019,Car Courier,search_ads,21-40,partial,2025-12-12,2025-12-14,,,,,docs_submitted,background_check_queue,,,
APP-014525,LOC-35,West,MGR-035,Shopper,search_ads,0-5,full,2025-12-12,2025-12-12,,,,,docs_submitted,abandoned_signup,,,
APP-013702,LOC-39,West,MGR-039,Car Courier,app_store_organic,40+,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-017120,LOC-09,Midwest,MGR-009,Bike Courier,affiliate,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-012952,LOC-36,West,MGR-036,Car Courier,app_store_organic,6-10,partial,2025-12-12,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-014526,LOC-08,Midwest,MGR-008,Bike Courier,paid_social,6-10,limited,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-014158,LOC-27,South,MGR-027,Bike Courier,jobboard_a,0-5,full,2025-12-12,2025-12-13,,,,,docs_submitted,unresponsive,,,
APP-014512,LOC-27,South,MGR-027,Bike Courier,jobboard_a,11-20,partial,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-014161,LOC-29,South,MGR-029,Car Courier,app_store_organic,40+,full,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-014162,LOC-28,South,MGR-028,Bike Courier,search_ads,6-10,full,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-012408,LOC-13,Northeast,MGR-013,Car Courier,paid_social,6-10,limited,2025-12-12,2025-12-13,2025-12-19,,,,background_clear,failed_vehicle_check,,,
APP-016214,LOC-25,South,MGR-025,Shopper,paid_social,0-5,limited,2025-12-12,2025-12-13,,,,,docs_submitted,background_check_queue,,,
APP-017118,LOC-14,Northeast,MGR-014,Car Courier,paid_social,6-10,limited,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-014197,LOC-39,West,MGR-039,Scooter Courier,paid_social,6-10,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015982,LOC-23,South,MGR-023,Car Courier,affiliate,6-10,full,2025-12-12,2025-12-13,2025-12-16,2025-12-19,2025-12-31,,onboarding_started,no_show_first_job,,,
APP-017135,LOC-13,Northeast,MGR-013,Car Courier,worker_referral,21-40,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-015879,LOC-32,South,MGR-032,Car Courier,affiliate,0-5,full,2025-12-12,2025-12-14,,,,,docs_submitted,abandoned_signup,,,
APP-016518,LOC-14,Northeast,MGR-014,Scooter Courier,jobboard_a,0-5,partial,2025-12-12,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-017796,LOC-39,West,MGR-039,Bike Courier,worker_referral,6-10,limited,2025-12-12,2025-12-14,2025-12-23,,,,background_clear,failed_vehicle_check,,,
APP-015937,LOC-08,Midwest,MGR-008,Bike Courier,search_ads,0-5,full,2025-12-12,2025-12-13,,,,,docs_submitted,unresponsive,,,
APP-017580,LOC-36,West,MGR-036,Car Courier,affiliate,6-10,limited,2025-12-12,2025-12-15,,,,,docs_submitted,background_check_queue,,,
APP-015859,LOC-40,West,MGR-040,Cargo Van Driver,app_store_organic,6-10,full,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-014488,LOC-07,Midwest,MGR-007,Cargo Van Driver,jobboard_a,6-10,partial,2025-12-12,2025-12-14,,,,,docs_submitted,background_check_queue,,,
APP-012819,LOC-03,Midwest,MGR-003,Bike Courier,app_store_organic,0-5,full,2025-12-12,2025-12-13,2025-12-28,,,,background_clear,failed_vehicle_check,,,
APP-014823,LOC-12,Northeast,MGR-012,Cargo Van Driver,jobboard_a,0-5,full,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-012818,LOC-30,South,MGR-030,Car Courier,jobboard_a,0-5,partial,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-014827,LOC-30,South,MGR-030,Scooter Courier,jobboard_a,0-5,partial,2025-12-12,2025-12-15,2025-12-22,,,,background_clear,failed_background_check,,,
APP-012706,LOC-11,Midwest,MGR-011,Car Courier,affiliate,0-5,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-015838,LOC-09,Midwest,MGR-009,Cargo Van Driver,worker_referral,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-016527,LOC-24,South,MGR-024,Car Courier,jobboard_a,6-10,partial,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-017141,LOC-19,Northeast,MGR-019,Car Courier,worker_referral,6-10,partial,2025-12-12,2025-12-14,,,,,docs_submitted,background_check_queue,,,
APP-014803,LOC-11,Midwest,MGR-011,Car Courier,jobboard_a,6-10,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-013769,LOC-41,West,MGR-041,Bike Courier,paid_social,6-10,limited,2025-12-12,2025-12-15,,,,,docs_submitted,abandoned_signup,,,
APP-012492,LOC-06,Midwest,MGR-006,Car Courier,paid_social,11-20,partial,2025-12-12,,,,,,signed_up,docs_rejected,,,
APP-014202,LOC-07,Midwest,MGR-007,Car Courier,affiliate,11-20,full,2025-12-12,,,,,,signed_up,incomplete_application,,,
APP-013800,LOC-21,Northeast,MGR-021,Shopper,worker_referral,21-40,full,2025-12-12,2025-12-15,,,,,docs_submitted,unresponsive,,,
APP-016296,LOC-16,Northeast,MGR-016,Car Courier,worker_referral,11-20,full,2025-12-12,2025-12-15,2025-12-24,2025-12-27,2026-01-06,2026-01-06,activated,,,,
APP-015922,LOC-19,Northeast,MGR-019,Car Courier,affiliate,6-10,full,2025-12-12,2025-12-12,,,,,docs_submitted,background_check_queue,,,
APP-016283,LOC-42,West,MGR-042,Bike Courier,paid_social,11-20,partial,2025-12-12,2025-12-13,,,,,docs_submitted,no_onboarding_slot,,,
APP-016950,LOC-28,South,MGR-028,Scooter Courier,search_ads,40+,limited,2025-12-12,,,,,,signed_up,abandoned_signup,,,
APP-015909,LOC-25,South,MGR-025,Bike Courier,affiliate,21-40,full,2025-12-12,2025-12-14,2025-12-24,2025-12-24,2026-01-05,2026-01-05,activated,,,,
APP-015927,LOC-16,Northeast,MGR-016,Car Courier,search_ads,40+,partial,2025-12-12,2025-12-15,2025-12-17,,,,background_clear,never_completed_docs,,,
APP-016767,LOC-33,South,MGR-033,Cargo Van Driver,paid_social,0-5,full,2025-12-13,2025-12-16,,,,,docs_submitted,unresponsive,,,
APP-015147,LOC-16,Northeast,MGR-016,Car Courier,paid_social,6-10,partial,2025-12-13,,,,,,signed_up,failed_knockout,,,
